"","sex","edu","employed","bornin_canada","province","votechoice","income","age"
"26006","Male",1,1,1,"Ontario","NA","NA","NA"
"26007","Female",0,1,1,"Ontario","Liberal Party","NA","NA"
"26008","Female",1,1,1,"Ontario","NA","$25,000 to $49,999","NA"
"26009","Male",1,1,1,"Saskatchewan","NA","$100,000 to $ 124,999","NA"
"26010","Female",1,1,1,"Quebec","Liberal Party","NA","NA"
"26011","Female",1,0,1,"Ontario","NA","NA","NA"
"26012","Female",0,0,1,"Saskatchewan","NA","NA","NA"
"26013","Male",0,1,1,"Quebec","NA","Less than $25,000","30 to 44"
"26014","Female",1,1,1,"Manitoba","NA","NA","30 to 44"
"26015","Female",1,0,1,"Ontario","NA","NA","NA"
"26016","Female",1,1,1,"Saskatchewan","NA","$75,000 to $99,999","NA"
"26017","Female",1,1,0,"Quebec","NA","NA","NA"
"26018","Male",1,1,1,"Ontario","NA","NA","NA"
"26019","Male",1,1,1,"British Columbia","NA","$50,000 to $74,999","NA"
"26020","Female",0,1,0,"Quebec","NA","NA","NA"
"26021","Female",1,1,0,"British Columbia","NA","$50,000 to $74,999","NA"
"26022","Female",1,0,1,"Ontario","Liberal Party","$75,000 to $99,999","75 and above"
"26023","Female",1,0,1,"Alberta","Liberal Party","Less than $25,000","NA"
"26024","Female",1,1,1,"Ontario","NA","$75,000 to $99,999","NA"
"26025","Female",1,1,1,"Ontario","NA","NA","NA"
"26026","Female",1,0,1,"Ontario","NA","NA","60 to 74"
"26027","Female",1,1,1,"Ontario","NA","NA","NA"
"26028","Female",1,1,1,"Quebec","Conservative Party","$25,000 to $49,999","NA"
"26029","Female",1,0,0,"Ontario","NA","NA","18 to 29"
"26030","Female",0,0,1,"British Columbia","Conservative Party","$125,000 and more","NA"
"26031","Female",1,1,1,"British Columbia","NA","$25,000 to $49,999","NA"
"26032","Female",1,0,1,"Ontario","Conservative Party","NA","NA"
"26033","Male",1,1,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"26034","Female",1,1,0,"Ontario","NA","$125,000 and more","NA"
"26035","Female",1,0,0,"Quebec","NA","NA","NA"
"26036","Male",1,1,1,"Ontario","Conservative Party","$75,000 to $99,999","NA"
"26037","Female",0,NA,1,"Ontario","NA","Less than $25,000","NA"
"26038","Male",1,0,1,"Alberta","Conservative Party","$50,000 to $74,999","45 to 59"
"26039","Male",1,1,1,"Quebec","Conservative Party","$50,000 to $74,999","NA"
"26040","Female",1,0,1,"Ontario","NA","NA","NA"
"26041","Female",0,0,1,"Quebec","Liberal Party","$75,000 to $99,999","NA"
"26042","Male",1,0,1,"Ontario","Conservative Party","$25,000 to $49,999","NA"
"26043","Female",1,1,1,"Ontario","NA","NA","NA"
"26044","Female",1,0,0,"Quebec","NA","NA","NA"
"26045","Female",0,1,1,"Ontario","NA","NA","NA"
"26046","Female",1,0,1,"Alberta","Liberal Party","NA","60 to 74"
"26047","Male",1,1,1,"Ontario","Conservative Party","Less than $25,000","NA"
"26048","Male",1,1,1,"Quebec","NA","$75,000 to $99,999","60 to 74"
"26049","Female",1,1,1,"Saskatchewan","Conservative Party","Less than $25,000","NA"
"26050","Female",1,1,0,"British Columbia","NA","NA","NA"
"26051","Female",0,1,1,"Quebec","Conservative Party","$75,000 to $99,999","NA"
"26052","Female",0,1,1,"Saskatchewan","NA","NA","NA"
"26053","Female",0,0,1,"Ontario","NA","Less than $25,000","NA"
"26054","Female",1,1,1,"Quebec","NA","$50,000 to $74,999","45 to 59"
"26055","Female",1,1,1,"Alberta","NA","$75,000 to $99,999","30 to 44"
"26056","Female",1,1,0,"Manitoba","NA","$25,000 to $49,999","NA"
"26057","Female",1,0,0,"Ontario","NA","$100,000 to $ 124,999","45 to 59"
"26058","Female",0,1,1,"British Columbia","NA","NA","NA"
"26059","Female",1,0,1,"NA","NA","Less than $25,000","NA"
"26060","Male",1,1,1,"Alberta","NA","$125,000 and more","60 to 74"
"26061","Male",0,0,1,"Ontario","Conservative Party","Less than $25,000","NA"
"26062","Female",1,0,1,"Ontario","NA","$125,000 and more","NA"
"26063","Female",0,0,1,"Manitoba","NA","$25,000 to $49,999","60 to 74"
"26064","Female",1,0,1,"Manitoba","NA","$75,000 to $99,999","NA"
"26065","Male",1,0,0,"British Columbia","NA","$50,000 to $74,999","NA"
"26066","Female",1,0,1,"Ontario","NA","$50,000 to $74,999","NA"
"26067","Female",1,0,1,"Ontario","Conservative Party","NA","NA"
"26068","Male",1,1,1,"Ontario","Liberal Party","$100,000 to $ 124,999","NA"
"26069","Male",0,1,1,"Ontario","NA","NA","NA"
"26070","Female",1,NA,1,"British Columbia","NA","NA","NA"
"26071","Male",1,1,1,"British Columbia","NA","$75,000 to $99,999","45 to 59"
"26072","Female",0,0,1,"Quebec","NA","$100,000 to $ 124,999","NA"
"26073","Female",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"26074","Male",1,1,1,"Alberta","Conservative Party","NA","NA"
"26075","Female",1,1,0,"Ontario","Conservative Party","$125,000 and more","NA"
"26076","Male",0,1,1,"Ontario","Liberal Party","NA","NA"
"26077","Female",1,1,1,"Ontario","NA","NA","NA"
"26078","Male",1,1,0,"Ontario","NA","NA","NA"
"26079","Female",1,0,1,"British Columbia","NA","NA","45 to 59"
"26080","Female",1,NA,1,"Ontario","Liberal Party","NA","18 to 29"
"26081","Male",1,1,1,"Saskatchewan","Conservative Party","$50,000 to $74,999","NA"
"26082","Male",1,0,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"26083","Female",0,1,1,"Alberta","NA","NA","NA"
"26084","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"26085","Female",1,NA,1,"Ontario","NA","$75,000 to $99,999","30 to 44"
"26086","Female",1,1,1,"Quebec","NA","$125,000 and more","NA"
"26087","Male",1,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"26088","Female",1,1,1,"Alberta","Conservative Party","NA","45 to 59"
"26089","Male",0,1,1,"Quebec","NA","$75,000 to $99,999","NA"
"26090","Female",1,0,1,"Alberta","Liberal Party","$25,000 to $49,999","NA"
"26091","Female",1,0,1,"British Columbia","NA","NA","NA"
"26092","Female",1,1,1,"Manitoba","Liberal Party","$125,000 and more","NA"
"26093","Female",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"26094","Female",1,1,1,"Ontario","NA","NA","NA"
"26095","Female",NA,0,1,"Quebec","NA","NA","NA"
"26096","Male",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"26097","Male",0,0,1,"British Columbia","Conservative Party","Less than $25,000","60 to 74"
"26098","Female",1,1,1,"Quebec","NA","NA","NA"
"26099","Male",1,0,1,"Saskatchewan","NA","$75,000 to $99,999","75 and above"
"26100","Female",0,0,1,"Ontario","NA","Less than $25,000","NA"
"26101","Male",1,1,1,"Alberta","Conservative Party","$50,000 to $74,999","NA"
"26102","Male",1,1,1,"Quebec","NA","$50,000 to $74,999","NA"
"26103","Male",1,1,1,"Quebec","NA","$75,000 to $99,999","NA"
"26104","Female",1,1,1,"Ontario","Liberal Party","$100,000 to $ 124,999","NA"
"26105","Male",1,1,1,"Saskatchewan","NA","$75,000 to $99,999","NA"
"26106","Male",1,0,1,"Ontario","Conservative Party","$50,000 to $74,999","NA"
"26107","Male",1,1,1,"Quebec","NA","$100,000 to $ 124,999","NA"
"26108","Female",1,1,0,"British Columbia","Liberal Party","NA","NA"
"26109","Male",1,1,1,"Ontario","NA","$50,000 to $74,999","18 to 29"
"26110","Female",1,1,0,"Ontario","NA","$25,000 to $49,999","NA"
"26111","Male",1,1,0,"British Columbia","NA","NA","60 to 74"
"26112","Female",0,1,1,"Saskatchewan","NA","$50,000 to $74,999","30 to 44"
"26113","Female",1,1,1,"British Columbia","NA","NA","NA"
"26114","Male",1,1,1,"Saskatchewan","Conservative Party","$50,000 to $74,999","NA"
"26115","Female",0,1,0,"Ontario","NA","$125,000 and more","NA"
"26116","Female",1,0,1,"British Columbia","NA","$25,000 to $49,999","NA"
"26117","Female",1,0,1,"Ontario","NA","$125,000 and more","NA"
"26118","Female",1,1,1,"Ontario","Liberal Party","$100,000 to $ 124,999","NA"
"26119","Male",1,1,1,"Saskatchewan","Conservative Party","$125,000 and more","NA"
"26120","Female",1,0,1,"Alberta","NA","$75,000 to $99,999","NA"
"26121","Male",1,0,1,"Quebec","NA","$75,000 to $99,999","NA"
"26122","Female",1,0,1,"British Columbia","NA","NA","NA"
"26123","Female",1,1,1,"Ontario","NA","$125,000 and more","NA"
"26124","Male",0,1,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"26125","Male",1,1,1,"Ontario","Conservative Party","$125,000 and more","45 to 59"
"26126","Male",0,0,1,"British Columbia","Liberal Party","NA","NA"
"26127","Female",1,1,1,"Ontario","Conservative Party","NA","60 to 74"
"26128","Male",1,1,0,"Alberta","NA","$75,000 to $99,999","NA"
"26129","Male",1,1,1,"Ontario","NA","NA","NA"
"26130","Male",1,0,1,"Alberta","Conservative Party","NA","NA"
"26131","Male",1,1,1,"Ontario","NA","$125,000 and more","18 to 29"
"26132","Male",1,0,1,"Quebec","NA","$75,000 to $99,999","NA"
"26133","Female",0,0,1,"Alberta","Conservative Party","$50,000 to $74,999","NA"
"26134","Male",1,1,1,"British Columbia","NA","$50,000 to $74,999","NA"
"26135","Female",1,1,0,"Ontario","NA","$125,000 and more","NA"
"26136","Female",1,1,1,"Saskatchewan","NA","$125,000 and more","NA"
"26137","Male",1,1,1,"Saskatchewan","NA","$125,000 and more","NA"
"26138","Male",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"26139","Male",1,0,1,"Ontario","NA","$125,000 and more","60 to 74"
"26140","Male",0,0,1,"Ontario","NA","$75,000 to $99,999","45 to 59"
"26141","Female",1,1,0,"Saskatchewan","NA","$100,000 to $ 124,999","NA"
"26142","Male",0,0,1,"Manitoba","Conservative Party","Less than $25,000","60 to 74"
"26143","Female",1,1,1,"British Columbia","NA","NA","NA"
"26144","Female",1,1,1,"Alberta","NA","NA","NA"
"26145","Male",1,0,1,"Manitoba","NA","$125,000 and more","NA"
"26146","Female",0,1,1,"Ontario","Liberal Party","NA","NA"
"26147","Male",0,1,1,"British Columbia","Conservative Party","$125,000 and more","NA"
"26148","Female",0,1,1,"Quebec","NA","$50,000 to $74,999","NA"
"26149","Female",1,1,1,"British Columbia","Conservative Party","NA","NA"
"26150","Female",0,0,1,"Alberta","Liberal Party","NA","NA"
"26151","Male",1,0,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"26152","Male",1,1,0,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"26153","Male",1,1,1,"Ontario","NA","NA","NA"
"26154","Male",0,1,0,"Quebec","Liberal Party","NA","NA"
"26155","Female",1,1,1,"Ontario","NA","$25,000 to $49,999","NA"
"26156","Male",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","30 to 44"
"26157","Female",1,0,1,"Ontario","NA","Less than $25,000","NA"
"26158","Female",1,0,1,"Ontario","NA","NA","NA"
"26159","Male",1,1,1,"Alberta","Conservative Party","NA","60 to 74"
"26160","Female",1,0,1,"Ontario","NA","$75,000 to $99,999","NA"
"26161","Female",0,0,1,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"26162","Female",1,1,1,"Quebec","Liberal Party","$50,000 to $74,999","NA"
"26163","Male",1,0,1,"Quebec","NA","NA","NA"
"26164","Female",1,0,1,"British Columbia","NA","$125,000 and more","NA"
"26165","Male",0,0,1,"Alberta","Conservative Party","NA","NA"
"26166","Female",1,0,1,"Ontario","NA","NA","NA"
"26167","Male",0,1,1,"Alberta","Liberal Party","Less than $25,000","NA"
"26168","Male",1,1,1,"Alberta","Liberal Party","$100,000 to $ 124,999","NA"
"26169","Male",1,0,1,"Ontario","NA","$50,000 to $74,999","45 to 59"
"26170","Female",1,1,1,"Alberta","NA","$75,000 to $99,999","NA"
"26171","Female",1,0,1,"Ontario","NA","$125,000 and more","NA"
"26172","Female",1,0,1,"British Columbia","NA","NA","18 to 29"
"26173","Female",1,1,0,"Quebec","NA","$50,000 to $74,999","NA"
"26174","Female",0,1,1,"Saskatchewan","NA","NA","NA"
"26175","Female",1,1,1,"Ontario","NA","$100,000 to $ 124,999","NA"
"26176","Male",1,0,1,"British Columbia","NA","$25,000 to $49,999","NA"
"26177","Female",1,1,0,"Ontario","NA","$75,000 to $99,999","NA"
"26178","Male",1,0,1,"British Columbia","NA","$50,000 to $74,999","60 to 74"
"26179","Male",1,1,1,"Ontario","NA","NA","NA"
"26180","Male",1,0,1,"Ontario","NA","NA","NA"
"26181","Male",1,0,1,"Quebec","NA","NA","NA"
"26182","Female",1,1,1,"British Columbia","NA","$100,000 to $ 124,999","45 to 59"
"26183","Female",0,1,1,"Ontario","NA","$25,000 to $49,999","NA"
"26184","Male",1,0,1,"Ontario","NA","$75,000 to $99,999","NA"
"26185","Male",0,1,1,"British Columbia","NA","$25,000 to $49,999","NA"
"26186","Female",1,0,1,"Ontario","NA","$50,000 to $74,999","60 to 74"
"26187","Female",1,0,1,"Manitoba","Liberal Party","NA","45 to 59"
"26188","Female",1,1,0,"Ontario","NA","$50,000 to $74,999","45 to 59"
"26189","Male",1,0,1,"Quebec","NA","Less than $25,000","NA"
"26190","Female",0,0,0,"Alberta","Conservative Party","NA","NA"
"26191","Male",1,1,1,"Ontario","Liberal Party","NA","45 to 59"
"26192","Female",0,0,0,"Ontario","NA","NA","NA"
"26193","Male",1,0,1,"Quebec","Liberal Party","$50,000 to $74,999","NA"
"26194","Female",0,0,1,"Ontario","NA","Less than $25,000","NA"
"26195","Male",1,1,1,"Quebec","NA","NA","NA"
"26196","Male",0,1,1,"Ontario","NA","$75,000 to $99,999","45 to 59"
"26197","Female",0,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"26198","Male",1,0,1,"Ontario","Conservative Party","NA","NA"
"26199","Male",1,0,0,"Ontario","Conservative Party","$50,000 to $74,999","NA"
"26200","NA",0,1,1,"Ontario","NA","$25,000 to $49,999","NA"
"26201","Female",1,0,1,"Ontario","NA","NA","30 to 44"
"26202","Female",1,1,1,"Ontario","Liberal Party","NA","NA"
"26203","Female",1,1,0,"British Columbia","Conservative Party","NA","NA"
"26204","Male",1,1,0,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"26205","Female",1,0,1,"British Columbia","Conservative Party","$25,000 to $49,999","NA"
"26206","Female",1,0,1,"Alberta","Liberal Party","NA","45 to 59"
"26207","Female",1,1,0,"British Columbia","NA","NA","NA"
"26208","Female",1,0,1,"Manitoba","NA","NA","60 to 74"
"26209","Female",1,0,0,"Manitoba","Liberal Party","$125,000 and more","NA"
"26210","Female",1,1,0,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"26211","Female",1,0,1,"Ontario","Conservative Party","$50,000 to $74,999","60 to 74"
"26212","Male",0,0,1,"Ontario","Liberal Party","NA","NA"
"26213","Female",1,1,1,"Ontario","NA","$25,000 to $49,999","30 to 44"
"26214","Female",1,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"26215","Female",0,1,1,"Quebec","NA","Less than $25,000","NA"
"26216","Male",1,0,1,"Ontario","NA","$50,000 to $74,999","NA"
"26217","Male",1,0,1,"Quebec","Liberal Party","$50,000 to $74,999","NA"
"26218","Male",1,1,1,"Ontario","Conservative Party","$125,000 and more","NA"
"26219","Male",1,0,1,"Ontario","Liberal Party","$75,000 to $99,999","75 and above"
"26220","Female",1,0,1,"Alberta","NA","NA","60 to 74"
"26221","Male",1,0,1,"Alberta","NA","$75,000 to $99,999","NA"
"26222","Female",0,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"26223","Female",1,1,0,"Alberta","NA","$50,000 to $74,999","45 to 59"
"26224","Female",1,1,1,"Quebec","NA","$100,000 to $ 124,999","NA"
"26225","Female",1,1,1,"Ontario","NA","$25,000 to $49,999","NA"
"26226","Male",1,1,1,"Alberta","NA","$125,000 and more","45 to 59"
"26227","Male",1,1,1,"Quebec","NA","$100,000 to $ 124,999","NA"
"26228","Female",0,1,1,"Alberta","Conservative Party","$125,000 and more","45 to 59"
"26229","Female",1,1,1,"Quebec","NA","NA","NA"
"26230","Male",1,1,1,"Quebec","Conservative Party","$75,000 to $99,999","NA"
"26231","Male",1,1,0,"Alberta","NA","$75,000 to $99,999","60 to 74"
"26232","Female",0,0,1,"Ontario","Conservative Party","NA","NA"
"26233","Male",1,1,1,"Ontario","Conservative Party","$125,000 and more","60 to 74"
"26234","Male",1,0,1,"Alberta","Conservative Party","$100,000 to $ 124,999","45 to 59"
"26235","Female",1,1,1,"Quebec","Conservative Party","NA","NA"
"26236","Female",1,1,1,"British Columbia","NA","NA","NA"
"26237","Female",1,0,0,"Ontario","NA","NA","NA"
"26238","Female",1,1,1,"Ontario","NA","NA","NA"
"26239","Female",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"26240","Male",1,0,1,"Ontario","NA","NA","NA"
"26241","NA",1,0,1,"Ontario","Conservative Party","NA","NA"
"26242","Female",0,0,1,"Quebec","NA","NA","NA"
"26243","Male",1,0,1,"Ontario","NA","NA","NA"
"26244","Female",1,1,1,"Manitoba","NA","NA","NA"
"26245","Female",1,0,1,"Quebec","NA","Less than $25,000","NA"
"26246","Female",1,1,1,"NA","Liberal Party","$75,000 to $99,999","NA"
"26247","Male",1,1,0,"Ontario","NA","$50,000 to $74,999","NA"
"26248","Male",1,0,1,"Ontario","Conservative Party","$50,000 to $74,999","45 to 59"
"26249","Female",1,1,0,"Ontario","NA","NA","NA"
"26250","Female",1,1,0,"Alberta","NA","$25,000 to $49,999","NA"
"26251","Male",1,0,0,"Ontario","Conservative Party","NA","NA"
"26252","Male",1,1,1,"Ontario","NA","$125,000 and more","NA"
"26253","Male",0,0,1,"Ontario","NA","NA","NA"
"26254","Female",1,NA,1,"Ontario","NA","NA","NA"
"26255","Female",1,1,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"26256","Female",1,1,1,"British Columbia","Liberal Party","$50,000 to $74,999","30 to 44"
"26257","Male",0,0,1,"Ontario","NA","NA","45 to 59"
"26258","Female",0,0,1,"Ontario","NA","Less than $25,000","NA"
"26259","Male",1,1,1,"Alberta","NA","Less than $25,000","18 to 29"
"26260","Female",1,1,1,"British Columbia","Liberal Party","$25,000 to $49,999","NA"
"26261","Female",0,0,1,"Ontario","NA","Less than $25,000","NA"
"26262","Male",1,1,1,"Alberta","Conservative Party","$75,000 to $99,999","NA"
"26263","Male",1,0,1,"Ontario","Conservative Party","NA","75 and above"
"26264","Female",0,0,1,"Ontario","NA","$50,000 to $74,999","30 to 44"
"26265","Female",1,1,1,"Manitoba","NA","$50,000 to $74,999","NA"
"26266","Female",1,0,1,"British Columbia","Conservative Party","$75,000 to $99,999","NA"
"26267","Female",1,1,1,"British Columbia","NA","$25,000 to $49,999","NA"
"26268","Female",1,0,1,"Alberta","Liberal Party","$50,000 to $74,999","60 to 74"
"26269","Female",1,1,1,"Alberta","Conservative Party","$125,000 and more","45 to 59"
"26270","Female",1,1,1,"Ontario","NA","NA","NA"
"26271","Male",1,0,1,"Ontario","Liberal Party","NA","NA"
"26272","Female",1,1,1,"Manitoba","Conservative Party","$125,000 and more","NA"
"26273","Male",1,0,0,"Alberta","NA","$100,000 to $ 124,999","NA"
"26274","Male",0,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"26275","Male",1,1,1,"Quebec","Conservative Party","$125,000 and more","NA"
"26276","Male",0,1,1,"Alberta","Liberal Party","$25,000 to $49,999","NA"
"26277","Male",1,0,1,"Ontario","Conservative Party","$125,000 and more","75 and above"
"26278","Male",1,0,1,"Quebec","Conservative Party","$25,000 to $49,999","NA"
"26279","Male",1,0,0,"Ontario","Liberal Party","$125,000 and more","NA"
"26280","Female",1,0,0,"Manitoba","NA","NA","NA"
"26281","Male",1,0,1,"Ontario","Conservative Party","$100,000 to $ 124,999","NA"
"26282","Female",1,0,1,"Alberta","NA","NA","45 to 59"
"26283","Female",1,1,1,"Saskatchewan","NA","Less than $25,000","18 to 29"
"26284","Male",1,1,0,"Alberta","Conservative Party","$125,000 and more","NA"
"26285","NA",1,1,1,"Ontario","Liberal Party","$25,000 to $49,999","45 to 59"
"26286","Male",1,1,1,"Ontario","Conservative Party","$75,000 to $99,999","NA"
"26287","Male",0,0,0,"Quebec","NA","$25,000 to $49,999","NA"
"26288","Female",1,1,1,"Manitoba","Liberal Party","$75,000 to $99,999","NA"
"26289","Female",1,1,1,"Alberta","NA","NA","NA"
"26290","Female",1,1,0,"Ontario","Liberal Party","NA","NA"
"26291","Female",1,1,1,"Quebec","NA","NA","NA"
"26292","Female",1,0,1,"Quebec","Liberal Party","NA","NA"
"26293","Male",0,0,1,"Quebec","NA","NA","NA"
"26294","Female",1,0,0,"Ontario","NA","$75,000 to $99,999","NA"
"26295","Male",1,0,1,"Ontario","NA","NA","NA"
"26296","Female",1,0,1,"Saskatchewan","NA","Less than $25,000","30 to 44"
"26297","Female",1,0,1,"Ontario","NA","NA","NA"
"26298","Female",1,1,1,"Ontario","NA","NA","NA"
"26299","Male",1,0,1,"Ontario","Liberal Party","$100,000 to $ 124,999","NA"
"26300","Female",1,1,0,"British Columbia","Conservative Party","$25,000 to $49,999","NA"
"26301","Female",1,1,1,"Quebec","NA","$100,000 to $ 124,999","NA"
"26302","Female",1,1,1,"Alberta","NA","$125,000 and more","NA"
"26303","Female",1,1,1,"Quebec","NA","NA","NA"
"26304","Female",1,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"26305","Male",1,0,1,"Saskatchewan","NA","$50,000 to $74,999","NA"
"26306","Male",0,1,1,"British Columbia","Conservative Party","$125,000 and more","NA"
"26307","Male",1,0,1,"Ontario","Liberal Party","$125,000 and more","75 and above"
"26308","Female",1,1,1,"Alberta","Liberal Party","$125,000 and more","NA"
"26309","Male",1,1,1,"Alberta","Conservative Party","$125,000 and more","NA"
"26310","Female",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"26311","Female",1,0,1,"Quebec","NA","$25,000 to $49,999","60 to 74"
"26312","Female",1,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"26313","Female",1,0,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"26314","Female",0,1,1,"Ontario","NA","$100,000 to $ 124,999","NA"
"26315","Female",1,1,0,"Alberta","NA","NA","NA"
"26316","Male",0,0,1,"Ontario","NA","NA","NA"
"26317","Male",1,1,1,"Ontario","Conservative Party","$125,000 and more","NA"
"26318","Female",1,1,1,"Alberta","Liberal Party","$100,000 to $ 124,999","NA"
"26319","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"26320","Male",1,0,1,"Ontario","NA","$50,000 to $74,999","NA"
"26321","Male",1,0,1,"Ontario","NA","$75,000 to $99,999","NA"
"26322","Female",1,0,1,"Ontario","NA","NA","NA"
"26323","Male",1,1,0,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"26324","Female",1,1,1,"British Columbia","NA","$125,000 and more","NA"
"26325","Female",1,0,1,"British Columbia","NA","NA","45 to 59"
"26326","Male",1,0,1,"Ontario","Conservative Party","$75,000 to $99,999","NA"
"26327","Male",1,1,1,"Alberta","Conservative Party","$125,000 and more","NA"
"26328","Female",1,0,1,"Saskatchewan","NA","$25,000 to $49,999","NA"
"26329","Female",1,1,1,"Ontario","NA","$100,000 to $ 124,999","NA"
"26330","Female",1,0,0,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"26331","Female",1,0,1,"Quebec","NA","$50,000 to $74,999","NA"
"26332","Female",1,1,1,"Ontario","NA","$125,000 and more","NA"
"26333","Female",1,0,1,"Ontario","Liberal Party","Less than $25,000","NA"
"26334","Female",0,0,0,"Ontario","NA","NA","45 to 59"
"26335","Female",0,1,1,"Ontario","Conservative Party","$50,000 to $74,999","NA"
"26336","Female",1,0,1,"Ontario","NA","$50,000 to $74,999","45 to 59"
"26337","Female",0,0,1,"Ontario","NA","NA","NA"
"26338","Female",1,1,1,"Ontario","Liberal Party","$125,000 and more","45 to 59"
"26339","Male",1,1,1,"British Columbia","Liberal Party","$75,000 to $99,999","NA"
"26340","Male",1,0,1,"Ontario","NA","$75,000 to $99,999","60 to 74"
"26341","Female",1,1,1,"Ontario","NA","NA","NA"
"26342","Male",1,1,0,"Quebec","NA","$100,000 to $ 124,999","NA"
"26343","Female",1,1,1,"Alberta","Conservative Party","$75,000 to $99,999","18 to 29"
"26344","Male",1,1,1,"Ontario","Conservative Party","$50,000 to $74,999","NA"
"26345","Female",1,1,1,"Ontario","Liberal Party","NA","NA"
"26346","Female",1,1,0,"Ontario","NA","$25,000 to $49,999","NA"
"26347","Female",1,1,1,"Quebec","NA","NA","NA"
"26348","Female",1,0,1,"Ontario","Liberal Party","Less than $25,000","NA"
"26349","Male",1,1,0,"British Columbia","Liberal Party","$50,000 to $74,999","NA"
"26350","Female",1,1,1,"Ontario","NA","$75,000 to $99,999","NA"
"26351","Male",1,1,1,"Ontario","NA","$100,000 to $ 124,999","NA"
"26352","Female",1,1,1,"Ontario","Liberal Party","NA","NA"
"26353","Male",1,1,0,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"26354","Female",0,0,1,"Ontario","NA","$125,000 and more","NA"
"26355","Female",1,0,1,"British Columbia","NA","$25,000 to $49,999","NA"
"26356","Male",1,1,1,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"26357","Male",1,1,1,"Ontario","NA","NA","NA"
"26358","Female",1,1,1,"Ontario","NA","NA","NA"
"26359","Male",0,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"26360","Female",1,0,1,"Ontario","NA","NA","NA"
"26361","Female",1,0,1,"Alberta","Conservative Party","Less than $25,000","NA"
"26362","Female",1,NA,1,"Quebec","NA","$25,000 to $49,999","NA"
"26363","Female",1,1,1,"Alberta","Conservative Party","Less than $25,000","NA"
"26364","Female",1,0,1,"Ontario","NA","$25,000 to $49,999","NA"
"26365","Male",1,1,1,"Ontario","Conservative Party","$125,000 and more","NA"
"26366","Male",1,1,0,"Manitoba","NA","Less than $25,000","NA"
"26367","Male",1,1,0,"Manitoba","NA","NA","NA"
"26368","Female",1,0,0,"British Columbia","NA","NA","NA"
"26369","Male",0,0,1,"Alberta","NA","NA","NA"
"26370","Male",0,0,1,"Quebec","Liberal Party","$25,000 to $49,999","NA"
"26371","Female",1,1,0,"Quebec","NA","$25,000 to $49,999","NA"
"26372","Female",1,1,1,"Ontario","NA","NA","NA"
"26373","Female",1,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"26374","NA",1,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"26375","Female",1,0,1,"British Columbia","NA","$100,000 to $ 124,999","NA"
"26376","Male",0,1,1,"Ontario","Conservative Party","$50,000 to $74,999","NA"
"26377","Female",1,0,0,"Ontario","NA","$50,000 to $74,999","NA"
"26378","Male",1,0,0,"Ontario","NA","NA","NA"
"26379","Female",1,1,1,"Alberta","NA","$50,000 to $74,999","NA"
"26380","Male",1,0,1,"Manitoba","Conservative Party","$75,000 to $99,999","60 to 74"
"26381","Male",0,1,1,"Ontario","NA","$75,000 to $99,999","NA"
"26382","Male",1,1,1,"Ontario","NA","$75,000 to $99,999","NA"
"26383","Female",1,1,1,"Ontario","NA","$75,000 to $99,999","NA"
"26384","Female",1,0,1,"Ontario","NA","$125,000 and more","NA"
"26385","Female",1,1,1,"Ontario","NA","$75,000 to $99,999","NA"
"26386","Female",1,0,1,"Ontario","NA","NA","NA"
"26387","Male",1,1,1,"Ontario","Liberal Party","$50,000 to $74,999","60 to 74"
"26388","Male",0,1,1,"Ontario","Liberal Party","NA","NA"
"26389","Female",1,1,1,"British Columbia","NA","$75,000 to $99,999","NA"
